Answer,Question
"جابر بن عبداللہ رضی الله عنہما سے روایت ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے بلال رضی الله عنہ سے فرمایا: ""بلال! جب تم اذان دو تو ٹھہر ٹھہر کر دو اور جب اقامت کہو تو جلدی جلدی کہو، اور اپنی اذان و اقامت کے درمیان اس قدر وقفہ رکھو کہ کھانے پینے والا اپنے کھانے پینے سے اور پاخانہ پیشاب کی حاجت محسوس کرنے والا اپنی حاجت سے فارغ ہو جائے اور اس وقت تک (اقامت کہنے کے لیے) کھڑے نہ ہو جب تک کہ مجھے نہ دیکھ لو۔", رسول اللہ صلی اللہ علیہ وسلم نے بلال رضی الله عنہ سے اذان اور اقامت کے بارے میں کیا فرمایا.
"بلال رضی الله عنہ کہتے ہیں کہ مجھ سے رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""فجر کے سوا کسی بھی نماز میں تثویب نہ کرو""۔",رسول اللہ صلی اللہ علیہ وسلم نے نماز میں تثویب کے بارے میں کیا فرمایا.
"زیاد بن حارث صدائی رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے مجھے فجر کی اذان دینے کا حکم دیا تو میں نے اذان دی، پھر بلال رضی الله عنہ نے اقامت کہنی چاہی تو رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""قبیلہ صداء کے ایک شخص نے اذان دی ہے اور جس نے اذان دی ہے وہی اقامت کہے گا""۔",کیا اذان اور اقامت ایک شخص کا دینا ضروری ہے
ابن شہاب زہری کہتے ہیں کہ ابوہریرہ رضی الله عنہ نے کہا: نماز کے لیے وہی اذان دے جو باوضو ہو۔,کیا اذان دینے کے لیٹ وضو ہونا ضروری ہے
ابوالشعثاء سلیم بن اسود کہتے ہیں کہ ایک شخص عصر کی اذان ہو چکنے کے بعد مسجد سے نکلا تو ابوہریرہ رضی الله عنہ نے کہا: رہا یہ تو اس نے ابوالقاسم صلی الله علیہ وسلم کی نافرمانی کی ہے۔,اذان ہو چکنے کے بعد مسجد سے نکلنا کیسا ہے
مالک بن حویرث رضی الله عنہ کہتے ہیں کہ میں اور میرے چچا زاد بھائی دونوں رسول اللہ صلی الله علیہ وسلم کے پاس آئے تو آپ نے ہم سے فرمایا: جب تم دونوں سفر میں ہو تو اذان دو اور اقامت کہو۔ اور امامت وہ کرے جو تم دونوں میں بڑا ہو۔,سفر میں اذان اور اقامت کا کیا حکم ہے
"ابوہریرہ رضی الله عنہ سے روایت ہے کہ رسول اللہ صلی الله علیہ وسلم نے فرمایا: ""امام ضامن ہے ۱؎ اور مؤذن امین ۲؎ ہے، اے اللہ! تو اماموں کو راہ راست پر رکھ۳؎ اور مؤذنوں کی مغفرت فرما"" ۴؎۔",امام اور مؤذن کے بارے میں رسول اللہ صلی الله علیہ وسلم نے کیا فرمایا
"انس بن مالک رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی الله علیہ وسلم نے فرمایا: ""اذان اور اقامت کے درمیان کی دعا رد نہیں کی جاتی""۔",اذان اور اقامت کے درمیان کی دعا کے بارے میں رسول اللہ صلی الله علیہ وسلم نے کیا فرمایا
انس بن مالک رضی الله عنہ کہتے ہیں کہ نبی اکرم صلی الله علیہ وسلم پر معراج کی رات پچاس نمازیں فرض کی گئیں، پھر کم کی گئیں یہاں تک کہ (کم کرتے کرتے)پانچ کر دی گئیں۔ پھر پکار کر کہا گیا: اے محمد! میری بات اٹل ہے، تمہیں ان پانچ نمازوں کا ثواب پچاس کے برابر ملے گا۔,معراج کی رات نبی اکرم صلی الله علیہ وسلم پر کتنی نمازیں فرض کی گئیں
"ابوہریرہ رضی الله عنہ سے روایت ہے کہ رسول اللہ صلی الله علیہ وسلم نے فرمایا: ""روزانہ پانچ وقت کی نماز اور ایک جمعہ سے دوسرا جمعہ بیچ کے گناہوں کا کفارہ ہیں، جب تک کہ کبیرہ گناہ سرزد نہ ہوں""۔",ایک جمعہ سے دوسرا جمعہ بیچ کے گناہوں کا کفارہ کیا ہے
"عبداللہ بن عمر رضی الله عنہما کہتے ہیں کہ رسول اللہ صلی الله علیہ وسلم نے فرمایا: ""باجماعت نماز تنہا نماز پر ستائیس درجے فضیلت رکھتی ہے""۔",باجماعت نماز تنہا نماز پر کتنی فضیلت رکھتی ہے
"ابوہریرہ رضی الله عنہ سے روایت ہے کہ رسول اللہ صلی الله علیہ وسلم نے فرمایا: ""آدمی کی باجماعت نماز اس کی تنہا نماز سے پچیس گنا بڑھ کر ہے"" ۱؎۔",باجماعت نماز تنہا نماز پر کتنی فضیلت رکھتی ہے
"ابوہریرہ رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی الله علیہ وسلم نے فرمایا: ""میں نے ارادہ کیا کہ اپنے کچھ نوجوانوں کو میں لکڑی کے گٹھر اکٹھا کرنے کا حکم دوں، پھر نماز کا حکم دوں تو کھڑی کی جائے، پھر میں ان لوگوں (کے گھروں) کو آگ لگا دوں جو نماز میں حاضر نہیں ہوتے""۔",جو نماز میں حاضر نہیں ہوتے ان کے بارے میں رسول اللہ صلی الله علیہ وسلم نے کیا فرمایا
"یزید بن اسود عامری رضی الله عنہ کہتے ہیں کہ میں نبی اکرم صلی الله علیہ وسلم کے ساتھ حجۃ الوداع میں شریک رہا۔ میں نے آپ کے ساتھ مسجد خیف میں فجر پڑھی، جب آپ نے نماز پوری کر لی اور ہماری طرف مڑے تو کیا دیکھتے ہیں کہ لوگوں کے آخر میں (سب سے پیچھے) دو آدمی ہیں جنہوں نے آپ کے ساتھ نماز نہیں پڑھی۔ آپ نے فرمایا: ""انہیں میرے پاس لاؤ""، وہ لائے گئے، ان کے مونڈھے ڈر سے پھڑک رہے تھے۔ آپ نے پوچھا: ""تم دونوں نے ہمارے ساتھ نماز کیوں نہیں پڑھی؟"" انہوں نے عرض کیا: اللہ کے رسول! ہم نے اپنے ڈیروں میں نماز پڑھ لی تھی۔ آپ نے فرمایا: ""ایسا نہ کیا کرو، جب تم اپنے ڈیروں میں نماز پڑھ لو پھر مسجد آؤ جس میں جماعت ہو رہی ہو تو لوگوں کے ساتھ بھی پڑھ لو ۱؎ یہ تمہارے لیے نفل ہو جائے گی""۔",کیا مسجد میں آ کر جس میں جماعت ہو رہی دوبارہ فرض نماز پڑھنی چاہیے
"ابو سعید خدری رضی الله عنہ کہتے ہیں کہ ایک شخص (مسجد) آیا رسول اللہ صلی الله علیہ وسلم نماز پڑھ چکے تھے تو آپ نے فرمایا: ""تم میں سے کون اس کے ساتھ تجارت کرے گا؟ ۱؎ ایک شخص کھڑا ہو اور اس نے اس کے ساتھ نماز پڑھی""۔",جب رسول اللہ صلی الله علیہ وسلم نماز پڑھ چکے تھے ایک شخص مسجد آیا تو آپ نے کیا فرمایا
عثمان بن عفان رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی الله علیہ وسلم نے فرمایا: جو عشاء کی جماعت میں حاضر رہے گا تو اسے آدھی رات کے قیام کا ثواب ملے گا اور جو عشاء اور فجر دونوں نمازیں جماعت سے ادا کرے گا، اسے پوری رات کے قیام کا ثواب ملے گا۔,جو عشاء اور فجر دونوں نمازیں جماعت سے ادا کرے اس کے بارے میں رسول اللہ صلی الله علیہ وسلم نے کیا فرمایا
"جندب بن سفیان رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی الله علیہ وسلم نے فرمایا: ""جس نے فجر پڑھی وہ اللہ کی پناہ میں ہے تو تم اللہ کی پناہ ہاتھ سے جانے نہ دو"" ۱؎۔",فجر پڑھنے والے کے بارے میں رسول اللہ صلی الله علیہ وسلم نے کیا فرمایا
"بریدہ اسلمی رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی الله علیہ وسلم نے فرمایا: ""اندھیرے میں چل کر مسجد آنے والوں کو قیامت کے دن کامل نور (بھرپور اجالے) کی بشارت دے دو""۔",اندھیرے میں چل کر مسجد آنے والے کے بارے میں رسول اللہ صلی الله علیہ وسلم نے کیا فرمایا
"ابوہریرہ رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی الله علیہ وسلم نے فرمایا: ""مردوں کی سب سے بہتر صف پہلی صف ہے ۱؎ اور سب سے بری آخری صف اور عورتوں کی سب سے بہتر صف آخری صف ۲؎ ہے اور سب سے بری پہلی صف"" ۳؎۔",مردوں کی سب سے بہتر صف کون سی ہے. عورتوں کی سب سے بہتر صف کون سی ہے. 
"ابوہریرہ رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی الله علیہ وسلم نے فرمایا: ""اگر لوگوں کو معلوم ہو جائے کہ اذان اور پہلی صف میں کیا ثواب ہے، اور وہ اسے قرعہ اندازی کے بغیر نہ پا سکتے تو اس کے لیے قرعہ اندازی کرتے""۔",اذان کا کیا ثواب ہے. پہلی صف میں کیا ثواب ہے
"نعمان بن بشیر رضی الله عنہما کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم ہماری صفیں سیدھی کرتے تھے۔ چنانچہ ایک دن آپ نکلے تو دیکھا کہ ایک شخص کا سینہ لوگوں سے آگے نکلا ہوا ہے، آپ نے فرمایا: ""تم اپنی صفیں سیدھی رکھو ۱؎ اور نہ اللہ تمہارے درمیان اختلاف پیدا فرما دے گا"" ۲؎۔",صفیں سیدھی کے بارے میں رسول اللہ صلی الله علیہ وسلم نے کیا فرمایا
عبدالحمید بن محمود کہتے ہیں کہ ہم نے امراء میں سے ایک امیر کے پیچھے نماز پڑھی، لوگوں نے ہمیں دو ستونوں کے درمیان نماز پڑھنے پر مجبور کر دیا ۱؎ جب ہم نماز پڑھ چکے تو انس بن مالک رضی الله عنہ نے کہا: ہم لوگ رسول اللہ صلی اللہ علیہ وسلم کے زمانے میں اس سے بچتے تھے۔,دو ستونوں کے درمیان نماز پڑھنے پر کیا حکم ہے
ہلال بن یساف کہتے ہیں کہ زیاد بن ابی الجعد نے میرا ہاتھ پکڑا، (ہم لوگ رقہ میں تھے) پھر انہوں نے مجھے لے جا کر بنی اسد کے وابصہ بن معبد نامی ایک شیخ کے پاس کھڑا کیا اور کہا: مجھ سے اس شیخ نے بیان کیا اور شیخ ان کی بات سن رہے تھے کہ ایک شخص نے صف کے پیچھے تنہا نماز پڑھی تو رسول اللہ صلی اللہ علیہ وسلم نے اسے صلاۃ دہرانے کا حکم دیا ۱؎۔,صف کے پیچھے تنہا نماز پڑھنے کے بارے میں کیا حکم ہے
اس سند سے بھی وابصہ بن معبد رضی الله عنہ سے روایت ہے کہ ایک شخص نے صف کے پیچھے اکیلے نماز پڑھی تو نبی اکرم صلی اللہ علیہ وسلم نے اسے نماز دہرانے کا حکم دیا۔,صف کے پیچھے تنہا نماز پڑھنے کے بارے میں کیا حکم ہے
"ابومسعود انصاری رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""لوگوں کی امامت وہ کرے جو اللہ کی کتاب (قرآن) کا سب سے زیادہ علم رکھنے والا ہو، اگر لوگ قرآن کے علم میں برابر ہوں تو جو سب سے زیادہ سنت کا جاننے والا ہو وہ امامت کرے، اور اگر وہ سنت کے علم میں بھی برابر ہوں تو جس نے سب سے پہلے ہجرت کی ہو وہ امامت کرے، اگر وہ ہجرت میں بھی برابر ہوں تو جو عمر میں سب سے بڑا ہو وہ امامت کرے، آدمی کے دائرہ اقتدار میں اس کی امامت نہ کی جائے اور نہ کسی آدمی کے گھر میں اس کی مخصوص جگہ پر اس کی اجازت کے بغیر بیٹھا جائے""۔",لوگوں کی امامت کس کو کرنے کا حکم دیا گیا
